UID,Title,Rank,Stream type,Episodes,Start date,End date,Members,Score
5551,Night Head Genesis,5551,TV ,24.0,Jun 2006 , Dec 2006,"31,868 ",6.72
5552,Nijiiro Days: Houkago Special,5552,TV Special ,1.0,Apr 2016 , Apr 2016,"8,280 ",6.72
5553,Ningyo no Kizu,5553,OVA ,1.0,Sep 1993 , Sep 1993,"8,928 ",6.72
5554,Ojamajo Doremi: Honobono Gekijou,5554,OVA ,5.0,Jan 2020 , Dec 2021,576 ,6.72
5555,Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,5555,OVA ,1.0,Jan 2016 , Jan 2016,"46,879 ",6.72
5556,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,5556,Special ,16.0,Dec 2010 , Jul 2011,"22,847 ",6.72
5557,Osomatsu-kun (1988),5557,TV ,86.0,Feb 1988 , Dec 1989,"6,681 ",6.72
5558,Renjian Zui Deyi,5558,ONA ,60.0,Oct 2021 , May 2022,"1,212 ",6.72
5559,Saikyou Bushouden: Sangoku Engi,5559,TV ,52.0,Apr 2010 , Mar 2011,"2,783 ",6.72
5560,Kabukichou Sherlock OVA,5560,OVA ,6.0,Aug 2020 , Aug 2020,"6,607 ",6.71
5561,Kaijin Kaihatsu-bu no Kuroitsu-san,5561,TV ,12.0,Jan 2022 , Apr 2022,"58,020 ",6.71
5562,Kidou Senshi Victory Gundam,5562,TV ,51.0,Apr 1993 , Mar 1994,"28,875 ",6.71
5563,Koihime†Musou,5563,TV ,12.0,Jul 2008 , Sep 2008,"49,183 ",6.71
5564,Long Riders!,5564,TV ,12.0,Oct 2016 , Feb 2017,"28,685 ",6.71
5565,Machine-Doll wa Kizutsukanai Specials,5565,Special ,6.0,Dec 2013 , May 2014,"38,074 ",6.71
5566,Makai Senki Disgaea,5566,TV ,12.0,Apr 2006 , Jun 2006,"44,779 ",6.71
5567,Meitantei Conan: Shakunetsu no Ginga Tetsudou,5567,Movie ,1.0,Feb 2020 , Feb 2020,"1,905 ",6.71
5568,Midara na Ao-chan wa Benkyou ga Dekinai,5568,TV ,12.0,Apr 2019 , Jun 2019,"280,749 ",6.71
5569,Monster Strike The Movie: Hajimari no Basho e,5569,Movie ,1.0,Dec 2016 , Dec 2016,"4,718 ",6.71
5570,Muhyo to Rouji no Mahouritsu Soudan Jimusho,5570,TV ,12.0,Aug 2018 , Oct 2018,"53,172 ",6.71
5571,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… Movie,5571,Movie ,1.0,Dec 2023 , Dec 2023,"39,227 ",6.71
5572,Pokemon: Pichu to Pikachu,5572,Movie ,1.0,Jul 2000 , Jul 2000,"43,550 ",6.71
5573,Renai Flops,5573,TV ,12.0,Oct 2022 , Dec 2022,"144,235 ",6.71
5574,Sekai Meisaku Douwa: Mori wa Ikiteiru,5574,Movie ,1.0,Mar 1980 , Mar 1980,"2,468 ",6.71
5575,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,5575,Special ,1.0,Oct 2014 , Oct 2014,"20,579 ",6.71
5576,Seton Doubutsuki: Kuma no Ko Jacky,5576,TV ,26.0,Jun 1977 , Dec 1977,"2,794 ",6.71
5577,Sheng Shi Zhuang Niang,5577,ONA ,20.0,Jul 2018 , Dec 2018,"5,956 ",6.71
5578,3-gatsu no Lion Recap,5578,TV Special ,1.0,Dec 2016 , Dec 2016,"16,664 ",6.71
5579,3x3 Eyes,5579,OVA ,4.0,Jul 1991 , Mar 1992,"29,127 ",6.71
5580,Aquarion Movie: Ippatsu Gyakuten-hen,5580,Movie ,1.0,Sep 2007 , Sep 2007,"6,725 ",6.71
5581,Arifureta Shokugyou de Sekai Saikyou,5581,TV ,13.0,Jul 2019 , Oct 2019,"709,756 ",6.71
5582,Azumanga Web Daiou,5582,ONA ,1.0,Dec 2000 , Dec 2000,"34,217 ",6.71
5583,Black Jack: Sora kara Kita Kodomo,5583,OVA ,1.0,Mar 2000 , Mar 2000,"3,711 ",6.71
5584,Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,5584,OVA ,1.0,Sep 2011 , Sep 2011,"124,652 ",6.71
5585,Canvas 2: Nijiiro no Sketch,5585,TV ,24.0,Oct 2005 , Mar 2006,"27,372 ",6.71
5586,Cardfight!! Vanguard: will+Dress Season 2,5586,TV ,12.0,Jan 2023 , Apr 2023,"4,808 ",6.71
5587,Code:Breaker,5587,TV ,13.0,Oct 2012 , Dec 2012,"334,873 ",6.71
5588,Cop Craft,5588,TV ,12.0,Jul 2019 , Oct 2019,"120,234 ",6.71
5589,D.C.: Da Capo,5589,TV ,26.0,Jul 2003 , Dec 2003,"76,643 ",6.71
5590,Dorami & Doraemons: Robot School's Seven Mysteries,5590,Movie ,1.0,Mar 1996 , Mar 1996,"2,285 ",6.71
5591,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV Episode 0,5591,TV Special ,1.0,Jul 2022 , Jul 2022,"24,255 ",6.71
5592,Duo Xuan Shi,5592,ONA ,15.0,Jul 2023 , Oct 2023,724 ,6.71
5593,Eyeshield 21: Jump Festa 2005 Special,5593,Special ,1.0,2005 , 2005,"6,823 ",6.71
5594,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,5594,Special ,1.0,Jan 2018 , Jan 2018,"22,036 ",6.71
5595,Freezing Vibration,5595,TV ,12.0,Oct 2013 , Dec 2013,"167,470 ",6.71
5596,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,5596,Movie ,1.0,Dec 2006 , Dec 2006,"5,683 ",6.71
5597,Future Card Buddyfight,5597,TV ,64.0,Jan 2014 , Apr 2015,"11,495 ",6.71
5598,Ginga Tetsudou Monogatari: Eien e no Bunkiten,5598,TV ,24.0,Oct 2006 , Mar 2007,"4,595 ",6.71
5599,Hagure Yuusha no Aesthetica,5599,TV ,12.0,Jul 2012 , Sep 2012,"430,275 ",6.71
5600,Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,5600,TV Special ,1.0,Mar 2014 , Mar 2014,"8,186 ",6.71
5601,Hand Maid May: Akiramemasen,5601,Special ,1.0,Feb 2001 , Feb 2001,"9,018 ",6.71
5602,Highlander: The Search for Vengeance,5602,Movie ,1.0,Feb 2007 , Feb 2007,"19,488 ",6.71
5603,Houkago Saikoro Club,5603,TV ,12.0,Oct 2019 , Dec 2019,"50,861 ",6.71
5604,Ikkitousen: Great Guardians,5604,TV ,12.0,Jun 2008 , Aug 2008,"69,180 ",6.71
5605,Shin Tenchi Muyou! Specials,5605,Special ,6.0,Jan 1997 , Sep 1997,"4,362 ",6.71
5606,Soushin Shoujo Matoi,5606,TV ,12.0,Oct 2016 , Dec 2016,"27,947 ",6.71
5607,Sword Art Online II,5607,TV ,24.0,Jul 2014 , Dec 2014,"1,989,778 ",6.71
5608,TaoTao Ehonkan Sekai Doubutsu Banashi,5608,TV ,52.0,Oct 1983 , Apr 1985,"1,297 ",6.71
5609,Tayutama: Kiss on My Deity,5609,TV ,12.0,Apr 2009 , Jun 2009,"71,180 ",6.71
5610,Temple,5610,TV ,12.0,Jul 2023 , Sep 2023,"94,346 ",6.71
5611,To Heart 2 Adnext,5611,OVA ,2.0,Sep 2010 , Dec 2010,"5,456 ",6.71
5612,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,5612,ONA ,3.0,Oct 2013 , Jan 2014,"13,400 ",6.71
5613,Uchuu Senkan Yamato 2199: Tsuioku no Koukai,5613,Special ,1.0,Oct 2014 , Oct 2014,"2,995 ",6.71
5614,Xiyou Ji: Zai Shi Yao Wang,5614,Movie ,1.0,Apr 2021 , Apr 2021,542 ,6.71
5615,Xue Yu Xin,5615,ONA ,12.0,Nov 2022 , Jan 2023,"1,200 ",6.71
5616,Yu☆Gi☆Oh! Arc-V,5616,TV ,148.0,Apr 2014 , Mar 2017,"65,930 ",6.71
5617,Shichinin no Nana,5617,TV ,25.0,Jan 2002 , Jun 2002,"7,582 ",6.70
5618,Shinmai Maou no Testament,5618,TV ,12.0,Jan 2015 , Mar 2015,"683,755 ",6.70
5619,Soukou Kihei Votoms: Genei-hen,5619,OVA ,6.0,Mar 2010 , Oct 2010,"3,369 ",6.70
5620,Strike Witches: 501 Butai Hasshin Shimasu! Movie,5620,Movie ,1.0,Oct 2019 , Oct 2019,"6,572 ",6.70
5621,Super Robot Taisen OG: Divine Wars - Sorezore no Michi,5621,Special ,1.0,Oct 2007 , Oct 2007,"3,049 ",6.70
5622,Super Seisyun Brothers,5622,TV ,14.0,Sep 2013 , Dec 2013,"32,868 ",6.70
5623,Tailenders,5623,Movie ,1.0,Oct 2009 , Oct 2009,"20,217 ",6.70
5624,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,5624,Special ,1.0,Jun 2007 , Jun 2007,"8,572 ",6.70
5625,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,5625,Movie ,1.0,Oct 2015 , Oct 2015,"1,956 ",6.70
5626,Tsukumogami Kashimasu,5626,TV ,12.0,Jul 2018 , Oct 2018,"19,116 ",6.70
5627,UFO Princess Valkyrie,5627,TV ,12.0,Jul 2002 , Sep 2002,"21,276 ",6.70
5628,Urusei Yatsura Movie 4: Lum The Forever,5628,Movie ,1.0,Feb 1986 , Feb 1986,"8,860 ",6.70
5629,Wo Jia Da Shixiong Naozi You Keng,5629,ONA ,26.0,Apr 2018 , Jun 2018,"4,728 ",6.70
5630,Wu Nao Monu,5630,ONA ,15.0,Jul 2023 , Oct 2023,"5,530 ",6.70
5631,Youjo Senki: Senkyou Houkoku,5631,TV Special ,1.0,Feb 2017 , Feb 2017,"37,715 ",6.70
5632,Jungle Taitei: Yuuki ga Mirai wo Kaeru,5632,TV Special ,1.0,Sep 2009 , Sep 2009,"2,547 ",6.70
5633,Kaleido Star: Good da yo! Goood!!,5633,OVA ,1.0,Sep 2006 , Sep 2006,"7,249 ",6.70
5634,Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,5634,OVA ,1.0,Dec 2014 , Dec 2014,"25,129 ",6.70
5635,Katekyou Hitman Reborn! x ēlDLIVE Special,5635,Special ,1.0,Jul 2016 , Jul 2016,"10,025 ",6.70
5636,Kono Minikuku mo Utsukushii Sekai,5636,TV ,12.0,Apr 2004 , Jun 2004,"61,700 ",6.70
5637,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",5637,OVA ,1.0,Mar 2013 , Mar 2013,"46,569 ",6.70
5638,Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,5638,Special ,1.0,Jun 1992 , Jun 1992,"4,425 ",6.70
5639,Makai Senki Disgaea: Welcome to Netherworld,5639,Special ,1.0,Feb 2006 , Feb 2006,"5,006 ",6.70
5640,Mao Zhi Ming,5640,ONA ,12.0,Oct 2021 , Jan 2022,"1,502 ",6.70
5641,Matsugae wo Musubi,5641,Movie ,1.0,2017 , 2017,556 ,6.70
5642,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,5642,Special ,7.0,Jul 2009 , Jan 2010,"5,373 ",6.70
5643,Mini Van,5643,TV ,37.0,Apr 2013 , Dec 2013,"2,208 ",6.70
5644,Mizu no Kotoba,5644,TV Special ,1.0,Oct 2002 , Oct 2002,"25,306 ",6.70
5645,Moero! Top Striker,5645,TV ,49.0,Oct 1991 , Sep 1992,"4,898 ",6.70
5646,Mushishi Recap,5646,TV Special ,1.0,May 2006 , May 2006,"3,488 ",6.70
5647,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,5647,OVA ,1.0,Oct 2015 , Oct 2015,"25,381 ",6.70
5648,Okashi na Tensei,5648,TV ,12.0,Jul 2023 , Sep 2023,"82,962 ",6.70
5649,Oz no Mahoutsukai (TV),5649,TV ,52.0,Oct 1986 , Sep 1987,"3,094 ",6.70
5650,Pretty Rhythm: Dear My Future,5650,TV ,51.0,Apr 2012 , Mar 2013,"9,560 ",6.70
5651,Pucca (TV),5651,TV ,26.0,Sep 2006 , May 2007,"18,077 ",6.70
5652,RPG Fudousan,5652,TV ,12.0,Apr 2022 , Jun 2022,"47,231 ",6.70
5653,Shelter,5653,Movie ,1.0,1980 , 1980,981 ,6.70
5654,Acchi wa Kocchi,5654,Movie ,1.0,1961 , 1961,"7,987 ",6.70
5655,Afro Samurai Pilot,5655,Special ,1.0,Jan 2003 , Jan 2003,"11,564 ",6.70
5656,Cardfight!! Vanguard G: Stride Gate-hen,5656,TV ,24.0,Apr 2016 , Sep 2016,"10,484 ",6.70
5657,C³: Rinkan Gakkou Confusion!,5657,Special ,1.0,Apr 2012 , Apr 2012,"28,353 ",6.70
5658,Code:Breaker OVA,5658,OVA ,3.0,Dec 2012 , Apr 2013,"33,110 ",6.70
5659,Dragon Ball Specials,5659,Special ,2.0,Jun 1988 , Jun 1988,"32,335 ",6.70
5660,Furusato Japan,5660,Movie ,1.0,Apr 2007 , Apr 2007,"2,845 ",6.70
5661,Future Card Buddyfight Hundred,5661,TV ,50.0,Apr 2015 , Mar 2016,"6,489 ",6.70
5662,Ginga Senpuu Braiger,5662,TV ,39.0,Oct 1981 , Jun 1982,"3,037 ",6.70
5663,Gunparade March: Arata Naru Kougunka,5663,TV ,12.0,Feb 2003 , Apr 2003,"17,269 ",6.70
5664,Hanyou no Yashahime: Sengoku Otogizoushi,5664,TV ,24.0,Oct 2020 , Mar 2021,"123,952 ",6.70
5665,Hiiro no Kakera,5665,TV ,13.0,Apr 2012 , Jun 2012,"113,685 ",6.70
5666,Hime Chen! Otogi Chikku Idol Lilpri (2011),5666,TV ,51.0,Apr 2011 , Mar 2012,"2,890 ",6.70
5667,Houkago no Pleiades (TV),5667,TV ,12.0,Apr 2015 , Jun 2015,"36,939 ",6.70
5668,Human Bug Daigaku,5668,TV ,12.0,Oct 2022 , Dec 2022,"9,585 ",6.70
5669,Hyakka Ryouran: Samurai Bride,5669,TV ,12.0,Apr 2013 , Jun 2013,"101,186 ",6.70
5670,Hyakushou Kizoku,5670,TV ,12.0,Jul 2023 , Sep 2023,"4,009 ",6.70
5671,Inazuma Eleven: Ares no Tenbin,5671,TV ,26.0,Apr 2018 , Sep 2018,"42,247 ",6.70
5672,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,5672,TV ,10.0,Apr 2021 , Jun 2021,"416,904 ",6.70
5673,Jaku-Chara Tomozaki-kun Specials,5673,Special ,2.0,May 2021 , Jun 2021,"49,794 ",6.70
5674,Jian Yu Feng Yun 2nd Season,5674,ONA ,52.0,Jan 2023 , Jul 2023,952 ,6.70
5675,Jiu Chen Fengyun Lu,5675,ONA ,40.0,Jul 2023 , Nov 2023,751 ,6.70
5676,Akuma-kun (ONA),5676,ONA ,12.0,Nov 2023 , Nov 2023,"14,453 ",6.69
5677,Aoki Densetsu Shoot! (Movie),5677,Movie ,1.0,Dec 1994 , Dec 1994,"2,942 ",6.69
5678,Arad Senki: Slap Up Party,5678,TV ,26.0,Apr 2009 , Sep 2009,"17,095 ",6.69
5679,Arslan Senki (TV): Arsen 4-koma Gekijou,5679,Special ,8.0,Jul 2015 , Feb 2016,"11,312 ",6.69
5680,Asu no Yoichi!,5680,TV ,12.0,Jan 2009 , Mar 2009,"208,502 ",6.69
5681,B-Project: Zecchou*Emotion,5681,TV ,12.0,Jan 2019 , Mar 2019,"15,008 ",6.69
5682,Bannou Bunka Neko-Musume,5682,OVA ,6.0,Oct 1992 , May 1994,"13,173 ",6.69
5683,Bastard!! Ankoku no Hakaishin,5683,OVA ,6.0,Aug 1992 , Jun 1993,"44,632 ",6.69
5684,Boku no Hero Academia: UA Heroes Battle,5684,Movie ,1.0,Oct 2023 , Oct 2023,"19,010 ",6.69
5685,Buddy Daddies Intermission: Cherry-Pick,5685,TV Special ,1.0,Mar 2023 , Mar 2023,"8,546 ",6.69
5686,Cardfight!! Vanguard: overDress Season 2,5686,TV ,13.0,Oct 2021 , Dec 2021,"7,673 ",6.69
5687,Chao Zhi Neng Zu Qiu 2: Shijie Dasai Pian,5687,TV ,52.0,Mar 2018 , Jun 2018,446 ,6.69
5688,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,5688,ONA ,13.0,Aug 2016 , Oct 2016,"2,981 ",6.69
5689,Doraemon (2005) Specials,5689,TV Special ,,Apr 2005 ,,"1,382 ",6.69
5690,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,5690,Movie ,1.0,Jul 1990 , Jul 1990,"139,100 ",6.69
5691,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,5691,Movie ,1.0,Oct 2009 , Oct 2009,"5,520 ",6.69
5692,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,5692,Special ,1.0,Nov 2002 , Nov 2002,"9,977 ",6.69
5693,Getter Robo,5693,TV ,51.0,Apr 1974 , May 1975,"8,735 ",6.69
5694,Ginga Patrol PJ,5694,TV ,26.0,Oct 1982 , 1983,"1,232 ",6.69
5695,Grimm Douwa: Kin no Tori,5695,Movie ,1.0,Mar 1987 , Mar 1987,"2,484 ",6.69
5696,Hentai Ouji to Warawanai Neko.: Henneko BBS,5696,Special ,13.0,Jun 2013 , Nov 2013,"34,025 ",6.69
5697,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,5697,OVA ,1.0,Mar 2013 , Mar 2013,"8,398 ",6.69
5698,Hoshi no Oujisama Petit Prince,5698,TV ,35.0,Jul 1978 , Mar 1979,"2,593 ",6.69
5699,Hurricane Live! 2032,5699,Special ,6.0,Apr 1988 , Apr 1988,"2,598 ",6.69
5700,Shirayuki Hime no Densetsu,5700,TV ,52.0,Apr 1994 , Mar 1995,"4,048 ",6.69
5701,Spider Riders: Yomigaeru Taiyou,5701,TV ,26.0,Apr 2007 , Oct 2007,"5,024 ",6.69
5702,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,5702,Special ,1.0,Sep 2008 , Sep 2008,"5,928 ",6.69
5703,Teekyuu 2,5703,TV ,12.0,Jul 2013 , Sep 2013,"32,265 ",6.69
5704,Tenkuu Shinpan,5704,ONA ,12.0,Feb 2021 , Feb 2021,"334,874 ",6.69
5705,The Kabocha Wine,5705,TV ,95.0,Jul 1982 , Aug 1984,"4,069 ",6.69
5706,To Heart 2 AD Plus,5706,OVA ,2.0,Apr 2009 , Oct 2009,"6,332 ",6.69
5707,Tokyo Mew Mew New ♡ 2nd Season,5707,TV ,12.0,Apr 2023 , Jun 2023,"14,743 ",6.69
5708,Toriko 3D: Kaimaku Gourmet Adventure!!,5708,Movie ,1.0,Mar 2011 , Mar 2011,"7,448 ",6.69
5709,Ultraman,5709,ONA ,13.0,Apr 2019 , Apr 2019,"28,537 ",6.69
5710,Wangu Xian Qiong II,5710,ONA ,12.0,Mar 2018 , May 2018,"2,722 ",6.69
5711,Watashi no Yuri wa Oshigoto desu!,5711,TV ,12.0,Apr 2023 , Jun 2023,"54,371 ",6.69
5712,Youkai Watch: Shadow Side,5712,TV ,49.0,Apr 2018 , Mar 2019,"2,783 ",6.69
5713,Jungle Taitei (1989),5713,TV ,52.0,Oct 1989 , Oct 1990,"5,615 ",6.69
5714,Kanon Kazahana,5714,Special ,1.0,May 2003 , May 2003,"14,053 ",6.69
5715,Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,5715,OVA ,3.0,Apr 2006 , Aug 2006,"14,904 ",6.69
5716,Kikou Senki Dragonar,5716,TV ,48.0,Feb 1987 , Jan 1988,"6,484 ",6.69
5717,Kodomo no Jikan (TV),5717,TV ,12.0,Oct 2007 , Dec 2007,"112,781 ",6.69
5718,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,5718,Special ,1.0,Dec 2019 , Dec 2019,"9,009 ",6.69
5719,Mahou Shoujo-tai Arusu the Adventure,5719,OVA ,6.0,Nov 2007 , Nov 2007,"5,698 ",6.69
5720,Mahoutsukai ni Taisetsu na Koto,5720,TV ,12.0,Jan 2003 , Mar 2003,"27,914 ",6.69
5721,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,5721,Movie ,1.0,Nov 2020 , Nov 2020,"3,566 ",6.69
5722,Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,5722,OVA ,1.0,Aug 2013 , Aug 2013,"8,745 ",6.69
5723,Netoge no Yome wa Onnanoko ja Nai to Omotta?,5723,TV ,12.0,Apr 2016 , Jun 2016,"549,052 ",6.69
5724,Ningyo no Mori,5724,OVA ,1.0,Aug 1991 , Aug 1991,"8,196 ",6.69
5725,Ninpuu Kamui Gaiden,5725,TV ,26.0,Apr 1969 , Sep 1969,"2,766 ",6.69
5726,Nurarihyon no Mago: Sennen Makyou Recaps,5726,TV Special ,2.0,Sep 2011 , Dec 2011,"12,350 ",6.69
5727,One Piece: Taose! Kaizoku Ganzack,5727,OVA ,1.0,Jul 1998 , Jul 1998,"41,648 ",6.69
5728,"Onegai☆Teacher: Marie, Ai no Gekijou",5728,Special ,1.0,Oct 2002 , Oct 2002,"12,305 ",6.69
5729,Penguin Musume♥Heart,5729,ONA ,22.0,Apr 2008 , Nov 2008,"17,827 ",6.69
5730,Redline Pilot,5730,Special ,1.0,Jan 2009 , Jan 2009,"10,912 ",6.69
5731,Ribbon no Kishi,5731,TV ,52.0,Apr 1967 , Apr 1968,"6,018 ",6.69
5732,Sanrio Danshi,5732,TV ,12.0,Jan 2018 , Mar 2018,"62,446 ",6.69
5733,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",5733,TV ,12.0,Oct 2020 , Dec 2020,"293,820 ",6.68
5734,Lu Shidai 2nd Season,5734,ONA ,13.0,Nov 2014 , Dec 2015,"2,539 ",6.68
5735,Mach GoGoGo,5735,TV ,52.0,Apr 1967 , Mar 1968,"16,190 ",6.68
5736,Manga Mitokoumon,5736,TV ,46.0,Sep 1981 , Jul 1982,"1,407 ",6.68
5737,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,5737,Movie ,1.0,Mar 1984 , Mar 1984,"2,168 ",6.68
5738,Nijiyon Animation Specials,5738,Special ,3.0,Mar 2023 , Mar 2023,"2,580 ",6.68
5739,Nishi no Yoki Majo: Astraea Testament,5739,TV ,13.0,Apr 2006 , Jul 2006,"19,948 ",6.68
5740,Ohayou! Spank,5740,TV ,63.0,Mar 1981 , May 1982,"3,312 ",6.68
5741,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,5741,TV Special ,1.0,Dec 2019 , Dec 2019,"29,828 ",6.68
5742,Overlord: Ple Ple Pleiades 4,5742,ONA ,13.0,Jul 2022 , Sep 2022,"15,368 ",6.68
5743,Pokemon Best Wishes! Season 2: Episode N,5743,TV ,14.0,Jan 2013 , Apr 2013,"49,579 ",6.68
5744,Princess Lover!,5744,TV ,12.0,Jul 2009 , Sep 2009,"230,210 ",6.68
5745,Saiki Kusuo no Ψ-nan Manner Movie,5745,Movie ,1.0,Nov 2016 , Nov 2016,"1,639 ",6.68
5746,Akage no Anne: Green Gables e no Michi,5746,Movie ,1.0,Jul 2010 , Jul 2010,"3,370 ",6.68
5747,Ani*Kuri15,5747,TV Special ,15.0,May 2007 , Dec 2007,"23,578 ",6.68
5748,Arifureta Shokugyou de Sekai Saikyou: Prologue,5748,ONA ,1.0,Mar 2020 , Mar 2020,"21,287 ",6.68
5749,Baka to Test to Shoukanjuu Mini Anime,5749,Special ,1.0,Nov 2017 , Nov 2017,"16,064 ",6.68
5750,Black Fox,5750,Movie ,1.0,Oct 2019 , Oct 2019,"81,797 ",6.68
5751,Bonobono (TV),5751,TV ,48.0,Apr 1995 , Mar 1996,"2,047 ",6.68
5752,Bouken Ou Beet Excellion,5752,TV ,25.0,Oct 2005 , Mar 2006,"8,331 ",6.68
5753,Cardfight!! Vanguard G: GIRS Crisis-hen,5753,TV ,26.0,Oct 2015 , Apr 2016,"11,580 ",6.68
5754,Changye Kaita Zhe,5754,ONA ,16.0,Oct 2022 , Jan 2023,"1,116 ",6.68
5755,Chou Denji Robo Combattler V,5755,TV ,54.0,Apr 1976 , May 1977,"4,308 ",6.68
5756,Choujikuu Seiki Orguss 02,5756,OVA ,6.0,Dec 1993 , Apr 1995,"4,225 ",6.68
5757,Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen,5757,Special ,3.0,Aug 2020 , Aug 2020,"8,003 ",6.68
5758,Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen,5758,ONA ,4.0,Feb 2021 , Feb 2021,"46,851 ",6.68
5759,Code Geass: Fukkatsu no Lelouch Picture Drama,5759,Special ,2.0,Dec 2019 , Dec 2019,"13,442 ",6.68
5760,Cooking Papa,5760,TV ,151.0,Apr 1992 , May 1995,"2,574 ",6.68
5761,Di Gi Charat Ohanami Special,5761,Special ,4.0,Apr 2001 , Apr 2001,"3,786 ",6.68
5762,Digimon Xros Wars,5762,TV ,30.0,Jul 2010 , Mar 2011,"50,826 ",6.68
5763,Dragon Drive,5763,TV ,38.0,Jul 2002 , Mar 2003,"23,709 ",6.68
5764,Fatal Fury 2: The New Battle,5764,TV Special ,1.0,Jul 1993 , Jul 1993,"10,174 ",6.68
5765,Gaishi Dizun,5765,ONA ,52.0,Jul 2023 , Jan 2024,793 ,6.68
5766,Geu Yeoreum,5766,ONA ,7.0,Sep 2021 , Oct 2021,"3,815 ",6.68
5767,Girls & Panzer: Shoukai Shimasu!,5767,TV Special ,2.0,Nov 2012 , Dec 2012,"19,941 ",6.68
5768,Grenadier: Hohoemi no Senshi,5768,TV ,12.0,Oct 2004 , Jan 2005,"56,619 ",6.68
5769,Hai! Akko desu,5769,TV ,164.0,Oct 1988 , Mar 1992,"1,314 ",6.68
5770,Hand Maid May,5770,TV ,10.0,Jul 2000 , Sep 2000,"30,790 ",6.68
5771,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,5771,TV Special ,1.0,Dec 2007 , Dec 2007,"4,014 ",6.68
5772,Hiyokoi (2012),5772,Special ,3.0,Dec 2012 , Dec 2012,"29,292 ",6.68
5773,Hoshizora e Kakaru Hashi,5773,TV ,12.0,Apr 2011 , Jun 2011,"178,087 ",6.68
5774,Hua Jianghu: Bu Liang Ren V,5774,ONA ,12.0,Jan 2022 , Mar 2022,747 ,6.68
5775,Shinzou Ningen Casshern,5775,TV ,35.0,Oct 1973 , Jun 1974,"6,989 ",6.68
5776,Sirius no Densetsu,5776,Movie ,1.0,Jul 1981 , Jul 1981,"6,173 ",6.68
5777,Soukou Kihei Votoms: Big Battle,5777,OVA ,1.0,Jul 1986 , Jul 1986,"4,161 ",6.68
5778,Spriggan,5778,Movie ,1.0,Sep 1998 , Sep 1998,"36,637 ",6.68
5779,Sword Art Online II: Debriefing,5779,TV Special ,1.0,Oct 2014 , Oct 2014,"131,386 ",6.68
5780,Tesagure! Bukatsumono,5780,TV ,12.0,Oct 2013 , Dec 2013,"13,174 ",6.68
5781,Tian Huang Zhan Shen,5781,ONA ,80.0,Nov 2020 , Aug 2021,"2,026 ",6.68
5782,Tokyo Babylon,5782,OVA ,2.0,Oct 1992 , Mar 1994,"19,867 ",6.68
5783,Tonagura!,5783,TV ,13.0,Jul 2006 , Oct 2006,"50,205 ",6.68
5784,Tsukipro The Animation,5784,TV ,13.0,Oct 2017 , Dec 2017,"18,203 ",6.68
5785,Viper's Creed,5785,TV ,12.0,Jan 2009 , Mar 2009,"10,746 ",6.68
5786,Vivy: Fluorite Eye's Song Pilot,5786,ONA ,1.0,Aug 2021 , Aug 2021,835 ,6.68
